,p1_switches_count
8592,7
8593,9
8594,16
8595,6
8596,12
8597,14
8598,8
8599,9
8600,12
8601,10
8602,7
8603,6
8604,10
8605,5
8606,12
8607,8
8608,9
8609,7
8610,9
8611,13
8612,5
8613,10
8614,7
8615,7
8616,14
8617,10
8618,7
8619,9
8620,12
8621,6
8622,12
8623,6
8624,6
8625,5
8626,7
8627,7
8628,9
8629,7
8630,8
8631,9
8632,6
8633,8
8634,8
8635,10
8636,7
8637,7
8638,9
8639,7
8640,8
8641,6
8642,14
8643,10
8644,11
8645,11
8646,6
8647,7
8648,4
8649,8
8650,4
8651,12
8652,4
8653,5
8654,10
8655,4
8656,12
8657,11
8658,6
8659,15
8660,9
8661,10
8662,10
8663,9
8664,8
8665,10
8666,9
8667,8
8668,5
8669,9
8670,8
8671,9
8672,12
8673,8
8674,12
8675,4
8676,5
8677,7
8678,5
8679,9
8680,8
8681,16
8682,4
8683,10
8684,7
8685,6
8686,10
8687,9
8688,9
8689,11
8690,7
8691,10
8692,10
8693,9
8694,11
8695,15
8696,8
8697,17
8698,10
8699,9
8700,3
8701,6
8702,14
8703,11
8704,9
8705,7
8706,14
8707,12
8708,8
8709,14
8710,8
8711,7
8712,1
8713,12
8714,9
8715,4
8716,2
8717,8
8718,13
8719,9
8720,7
8721,16
8722,10
8723,10
8724,11
8725,7
8726,9
8727,11
8728,8
8729,13
8730,10
8731,11
8732,8
8733,4
8734,3
8735,11
8736,6
8737,6
8738,8
8739,13
8740,9
8741,3
8742,6
8743,4
8744,5
8745,10
8746,14
8747,11
8748,6
8749,6
8750,6
8751,4
8752,4
8753,4
8754,4
8755,9
8756,14
8757,9
8758,11
8759,7
8760,13
8761,9
8762,9
8763,7
8764,10
8765,6
8766,6
8767,10
8768,13
8769,9
8770,15
8771,10
8772,11
8773,11
8774,9
8775,6
8776,14
8777,5
8778,12
8779,10
8780,10
8781,14
8782,8
8783,12
8784,12
8785,11
8786,8
8787,8
8788,9
8789,10
8790,6
8791,8
8792,10
8793,9
8794,3
8795,12
8796,6
8797,10
8798,8
8799,7
8800,7
8801,4
8802,9
8803,10
8804,12
8805,9
8806,7
8807,7
8808,10
8809,6
8810,9
8811,5
8812,10
8813,11
8814,10
8815,6
8816,12
8817,8
8818,9
8819,7
8820,7
8821,5
8822,5
8823,10
8824,7
8825,10
8826,8
8827,9
8828,9
8829,10
8830,9
8831,10
8832,7
8833,6
8834,11
8835,8
8836,11
8837,6
8838,7
8839,13
8840,7
8841,5
8842,9
8843,10
8844,12
8845,13
8846,7
8847,7
8848,5
8849,7
8850,11
8851,5
8852,6
8853,6
8854,8
8855,7
8856,10
8857,9
8858,10
8859,8
8860,11
8861,6
8862,12
8863,9
8864,3
8865,12
8866,11
8867,7
8868,7
8869,6
8870,6
8871,14
8872,13
8873,7
8874,9
8875,9
8876,8
8877,11
8878,8
8879,7
8880,11
8881,10
8882,8
8883,8
8884,7
8885,8
8886,11
8887,14
8888,9
8889,6
8890,7
8891,8
8892,12
8893,6
8894,12
8895,9
8896,7
8897,11
8898,4
8899,11
8900,10
8901,7
8902,13
8903,9
8904,12
8905,7
8906,6
8907,8
8908,11
8909,6
8910,11
8911,11
8912,10
8913,10
8914,9
8915,13
8916,9
8917,8
8918,8
8919,14
8920,7
8921,13
8922,9
8923,14
8924,10
8925,9
8926,8
8927,8
8928,12
8929,11
8930,5
8931,11
8932,9
8933,11
8934,6
8935,6
8936,7
8937,12
8938,6
8939,8
8940,11
8941,6
8942,8
8943,8
8944,8
8945,8
8946,10
8947,5
8948,9
8949,9
8950,7
8951,9
8952,13
8953,7
8954,9
8955,10
8956,8
8957,7
8958,8
8959,12
8960,4
8961,5
8962,11
8963,10
8964,6
8965,10
8966,8
8967,10
8968,11
8969,13
8970,10
8971,7
8972,9
8973,10
8974,8
8975,8
8976,9
8977,6
8978,13
8979,8
8980,11
8981,13
8982,9
8983,8
8984,9
8985,11
8986,8
8987,8
8988,7
8989,10
8990,6
8991,12
8992,4
8993,10
8994,8
8995,10
8996,10
8997,9
8998,7
8999,4
9000,7
9001,8
9002,10
9003,6
9004,9
9005,9
9006,7
9007,8
9008,7
9009,5
9010,10
9011,7
9012,10
9013,11
9014,10
9015,7
9016,4
9017,9
9018,11
9019,11
9020,10
9021,10
9022,10
9023,10
9024,5
9025,9
9026,9
9027,9
9028,9
9029,14
9030,7
9031,12
9032,9
9033,11
9034,11
9035,7
9036,6
9037,6
9038,6
9039,9
9040,9
9041,9
9042,8
9043,9
9044,8
9045,7
9046,8
9047,8
9048,10
9049,8
9050,7
9051,8
9052,9
9053,11
9054,7
9055,9
9056,8
9057,9
9058,15
9059,7
9060,10
9061,8
9062,5
9063,4
9064,12
9065,10
9066,9
9067,8
9068,8
9069,11
9070,10
9071,8
9072,10
9073,12
9074,6
9075,12
9076,9
9077,6
9078,9
9079,10
9080,9
9081,12
9082,4
9083,6
9084,12
9085,10
9086,9
9087,11
9088,10
9089,8
9090,8
9091,10
9092,12
9093,11
9094,9
9095,6
9096,8
9097,5
9098,16
9099,11
9100,8
9101,8
9102,14
9103,15
9104,5
9105,5
9106,9
9107,8
9108,8
9109,7
9110,7
9111,8
9112,12
9113,7
9114,10
9115,10
9116,15
9117,7
9118,9
9119,9
9120,9
9121,10
9122,11
9123,4
9124,14
9125,7
9126,4
9127,13
9128,10
9129,5
9130,6
9131,12
9132,8
9133,8
9134,9
9135,13
9136,6
9137,12
9138,5
9139,3
9140,7
9141,8
9142,13
9143,8
9144,12
9145,9
9146,5
9147,3
9148,6
9149,10
9150,11
9151,9
9152,9
9153,9
9154,14
9155,8
9156,5
9157,9
9158,12
9159,4
9160,7
9161,9
9162,8
9163,8
9164,12
9165,6
9166,12
9167,8
9168,10
9169,9
9170,8
9171,9
9172,11
9173,7
9174,13
9175,7
9176,12
9177,12
9178,12
9179,14
9180,8
9181,9
9182,6
9183,8
9184,13
9185,11
9186,8
9187,8
9188,10
9189,10
9190,7
9191,6
9192,10
9193,10
9194,8
9195,15
9196,9
9197,7
9198,13
9199,12
9200,13
9201,5
9202,3
9203,10
9204,12
9205,8
9206,5
9207,6
9208,5
9209,11
9210,10
9211,12
9212,14
9213,5
9214,10
9215,9
9216,5
9217,13
9218,9
9219,10
9220,10
9221,7
9222,9
9223,6
9224,9
9225,7
9226,9
9227,10
9228,11
9229,12
9230,6
9231,10
9232,10
9233,6
9234,5
9235,8
9236,10
9237,4
9238,9
9239,9
9240,8
9241,13
9242,4
9243,10
9244,6
9245,9
9246,10
9247,11
9248,4
9249,11
9250,11
9251,6
9252,10
9253,10
9254,9
9255,12
9256,10
9257,9
9258,9
9259,8
9260,9
9261,6
9262,13
9263,11
9264,8
9265,3
9266,8
9267,14
9268,13
9269,10
9270,4
9271,7
9272,6
9273,5
9274,13
9275,9
9276,7
9277,6
9278,13
9279,10
9280,5
9281,10
9282,12
9283,8
9284,6
9285,10
9286,9
9287,14
9288,12
9289,9
9290,4
9291,11
9292,8
9293,12
9294,7
9295,8
9296,10
9297,9
9298,10
9299,8
9300,9
9301,10
9302,9
9303,11
9304,10
9305,7
9306,10
9307,8
9308,9
9309,13
9310,8
9311,11
9312,5
9313,8
9314,10
9315,11
9316,4
9317,10
9318,11
9319,8
9320,7
9321,12
9322,4
9323,10
9324,8
9325,9
9326,6
9327,6
9328,12
9329,13
9330,7
9331,9
9332,11
9333,9
9334,6
9335,8
9336,7
9337,4
9338,13
9339,6
9340,3
9341,3
9342,7
9343,11
9344,11
9345,9
9346,6
9347,8
9348,11
9349,4
9350,9
9351,6
9352,7
9353,8
9354,6
9355,14
9356,7
9357,8
9358,8
9359,7
9360,15
9361,9
9362,6
9363,10
9364,5
9365,11
9366,9
9367,7
9368,6
9369,8
9370,9
9371,4
9372,10
9373,4
9374,7
9375,8
9376,11
9377,6
9378,4
9379,8
9380,10
9381,9
9382,13
9383,11
9384,7
9385,9
9386,13
9387,7
9388,11
9389,10
9390,4
9391,7
9392,9
9393,14
9394,8
9395,7
9396,3
9397,9
9398,8
9399,8
9400,10
9401,10
9402,4
9403,7
9404,11
9405,9
9406,8
9407,12
9408,12
9409,7
9410,9
9411,14
9412,7
9413,9
9414,10
9415,11
9416,6
9417,5
9418,11
9419,6
9420,6
9421,10
9422,12
9423,9
9424,5
9425,8
9426,8
9427,14
9428,10
9429,8
9430,9
9431,4
9432,4
9433,7
9434,10
9435,10
9436,7
9437,7
9438,9
9439,14
9440,9
9441,8
9442,7
9443,8
9444,12
9445,8
9446,12
9447,11
9448,12
9449,8
9450,12
9451,7
9452,13
9453,7
9454,7
9455,9
9456,6
9457,7
9458,12
9459,8
9460,14
9461,10
9462,8
9463,8
9464,11
9465,13
9466,7
9467,14
9468,7
9469,7
9470,15
9471,6
9472,7
9473,10
9474,10
9475,12
9476,5
9477,10
9478,9
9479,9
9480,7
9481,6
9482,12
9483,8
9484,6
9485,6
9486,12
9487,10
9488,9
9489,5
9490,6
9491,13
9492,12
9493,7
9494,12
9495,12
9496,10
9497,3
9498,9
9499,9
9500,9
9501,5
9502,11
9503,9
9504,13
9505,10
9506,9
9507,6
9508,8
9509,10
9510,8
9511,8
9512,8
9513,11
9514,4
9515,7
9516,5
9517,13
9518,12
9519,11
9520,6
9521,7
9522,8
9523,12
9524,6
9525,12
9526,9
9527,9
9528,9
9529,13
9530,7
9531,12
9532,5
9533,9
9534,8
9535,10
9536,16
9537,8
9538,7
9539,7
9540,8
9541,9
9542,11
9543,10
9544,10
9545,8
9546,10
9547,9
9548,11
9549,10
9550,10
9551,10
9552,12
9553,9
9554,6
9555,9
9556,3
9557,12
9558,6
9559,12
9560,11
9561,4
9562,11
9563,15
9564,7
9565,9
9566,6
9567,8
9568,11
9569,3
9570,11
9571,15
9572,7
9573,9
9574,9
9575,8
9576,8
9577,11
9578,12
9579,7
9580,9
9581,3
9582,8
9583,9
9584,6
9585,7
9586,5
9587,10
9588,10
9589,13
9590,7
9591,8
9592,3
9593,7
9594,8
9595,5
9596,14
9597,12
9598,11
9599,6
9600,13
9601,13
9602,8
9603,9
9604,12
9605,7
9606,9
9607,10
9608,10
9609,9
9610,10
9611,6
9612,11
9613,10
9614,7
9615,10
9616,9
9617,13
9618,10
9619,10
9620,13
9621,9
9622,12
9623,5
9624,7
9625,13
9626,9
9627,14
9628,10
9629,8
9630,11
9631,12
9632,11
9633,13
9634,9
9635,7
9636,9
9637,3
9638,7
9639,9
9640,4
9641,10
9642,7
9643,10
9644,10
9645,12
9646,6
9647,10
9648,8
9649,5
9650,10
9651,10
9652,8
9653,9
9654,8
9655,6
9656,13
9657,7
9658,7
9659,10
9660,8
9661,5
9662,8
9663,7
9664,9
9665,12
9666,9
9667,10
9668,9
9669,8
9670,5
9671,11
9672,8
9673,11
9674,9
9675,24
9676,11
9677,11
9678,8
9679,9
9680,11
9681,7
9682,9
9683,7
9684,10
9685,5
9686,5
9687,11
9688,9
9689,16
9690,9
9691,7
9692,5
9693,8
9694,5
9695,6
9696,9
9697,9
9698,8
9699,12
9700,5
9701,14
9702,13
9703,6
9704,6
9705,15
9706,7
9707,9
9708,6
9709,12
9710,11
9711,5
9712,10
9713,9
9714,16
9715,8
9716,6
9717,10
9718,9
9719,6
9720,14
9721,9
9722,7
9723,12
9724,9
9725,12
9726,5
9727,8
9728,6
9729,9
9730,8
9731,8
9732,14
9733,5
9734,12
9735,12
9736,6
9737,8
9738,6
9739,10
9740,5
9741,7
9742,10
9743,5
9744,8
9745,9
9746,5
9747,10
9748,8
9749,13
9750,8
9751,9
9752,5
9753,11
9754,7
9755,8
9756,12
9757,14
9758,10
9759,6
9760,10
9761,5
9762,14
9763,10
9764,5
9765,7
9766,7
9767,8
9768,10
9769,11
9770,11
9771,7
9772,13
9773,10
9774,11
9775,12
9776,9
9777,15
9778,8
9779,5
9780,7
9781,8
9782,10
9783,6
9784,8
9785,6
9786,11
9787,11
9788,9
9789,5
9790,8
9791,9
9792,8
9793,11
9794,5
9795,12
9796,11
9797,10
9798,11
9799,11
9800,6
9801,11
9802,8
9803,5
9804,12
9805,8
9806,9
9807,6
9808,15
9809,8
9810,15
9811,10
9812,16
9813,12
9814,11
9815,6
9816,6
9817,8
9818,8
9819,5
9820,11
9821,4
9822,9
9823,9
9824,7
9825,13
9826,12
9827,9
9828,3
9829,9
9830,5
9831,8
9832,7
9833,8
9834,6
9835,7
9836,9
9837,12
9838,10
9839,9
9840,7
9841,10
9842,10
9843,6
9844,11
9845,11
9846,9
9847,15
9848,9
9849,8
9850,6
9851,15
9852,9
9853,8
9854,10
9855,12
9856,7
9857,8
9858,8
9859,14
9860,11
9861,6
9862,11
9863,11
9864,8
9865,7
9866,12
9867,4
9868,7
9869,9
9870,7
9871,7
9872,7
9873,5
9874,5
9875,8
9876,14
9877,9
9878,11
9879,9
9880,12
9881,5
9882,10
9883,7
9884,7
9885,12
9886,13
9887,9
9888,13
9889,10
9890,7
9891,8
9892,12
9893,8
9894,5
9895,7
9896,11
9897,5
9898,10
9899,10
9900,5
9901,6
9902,9
9903,8
9904,8
9905,9
9906,15
9907,9
9908,8
9909,9
9910,13
9911,8
9912,5
9913,6
9914,8
9915,8
9916,12
9917,8
9918,8
9919,8
9920,10
9921,10
9922,11
9923,11
9924,9
9925,6
9926,6
9927,6
9928,16
9929,8
9930,9
9931,13
9932,12
9933,11
9934,10
9935,10
9936,6
9937,7
9938,10
9939,9
9940,2
9941,9
9942,9
9943,7
9944,7
9945,8
9946,10
9947,9
9948,12
9949,6
9950,13
9951,6
9952,6
9953,9
9954,6
9955,4
9956,6
9957,6
9958,11
9959,8
9960,8
9961,10
9962,7
9963,12
9964,6
9965,11
9966,10
9967,14
9968,14
9969,8
9970,5
9971,7
9972,13
9973,12
9974,6
9975,6
9976,13
9977,9
9978,13
9979,10
9980,10
9981,8
9982,11
9983,7
9984,7
9985,10
9986,8
9987,10
9988,4
9989,9
9990,10
9991,12
9992,10
9993,9
9994,6
9995,10
9996,7
9997,7
9998,8
9999,9
